2015-12-19 03:37:41,793 bb3a4830 MainThread INFO     Verbose logging to: /tmp/perfkitbenchmarker/run_bb3a4830/pkb.log
2015-12-19 03:38:14,069 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --filter=Name=instance-id,Values=i-350c4883
2015-12-19 03:38:14,194 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --filter=Name=instance-id,Values=i-bc0c480a
2015-12-19 03:38:14,262 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --filter=Name=instance-id,Values=i-5e0347e8
2015-12-19 03:38:14,359 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --filter=Name=instance-id,Values=i-bf0c4809
2015-12-19 03:38:14,458 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --filter=Name=instance-id,Values=i-360c4880
2015-12-19 03:38:16,566 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Getting instance i-350c4883 public IP. This will fail until a public IP is available, but will be retried.
2015-12-19 03:38:16,567 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --instance-ids=i-350c4883
2015-12-19 03:38:16,854 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Getting instance i-bc0c480a public IP. This will fail until a public IP is available, but will be retried.
2015-12-19 03:38:16,855 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --instance-ids=i-bc0c480a
2015-12-19 03:38:17,051 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Getting instance i-bf0c4809 public IP. This will fail until a public IP is available, but will be retried.
2015-12-19 03:38:17,052 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --instance-ids=i-bf0c4809
2015-12-19 03:38:17,082 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Getting instance i-360c4880 public IP. This will fail until a public IP is available, but will be retried.
2015-12-19 03:38:17,082 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --instance-ids=i-360c4880
2015-12-19 03:38:17,242 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Getting instance i-5e0347e8 public IP. This will fail until a public IP is available, but will be retried.
2015-12-19 03:38:17,248 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-instances --region=us-east-1 --instance-ids=i-5e0347e8
2015-12-19 03:38:18,915 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources i-350c4883 --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:38:19,432 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources i-bc0c480a --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:38:19,845 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources i-bf0c4809 --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:38:20,021 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources i-360c4880 --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:38:20,141 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources i-5e0347e8 --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:38:21,160 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     VM: 52.90.255.1
2015-12-19 03:38:21,161 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Waiting for boot completion.
2015-12-19 03:38:21,162 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.255.1 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:21,776 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     VM: 54.174.132.16
2015-12-19 03:38:21,787 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Waiting for boot completion.
2015-12-19 03:38:21,788 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.132.16 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:22,203 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     VM: 54.174.127.29
2015-12-19 03:38:22,204 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Waiting for boot completion.
2015-12-19 03:38:22,204 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.127.29 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:22,318 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     VM: 54.174.226.10
2015-12-19 03:38:22,371 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Waiting for boot completion.
2015-12-19 03:38:22,372 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.226.10 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:22,376 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     VM: 52.90.250.141
2015-12-19 03:38:22,377 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Waiting for boot completion.
2015-12-19 03:38:22,377 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.250.141 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:27,175 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.255.1 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:27,348 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.132.16 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:27,930 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.226.10 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:28,066 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.250.141 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:28,219 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.127.29 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:33,092 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.255.1 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:33,095 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.132.16 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:33,689 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.250.141 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:33,797 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.226.10 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:33,842 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.127.29 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:38,627 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.132.16 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:38,907 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.255.1 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:39,394 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.250.141 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:39,419 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.127.29 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:39,573 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.226.10 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:44,366 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.132.16 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:44,840 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.255.1 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:45,208 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.127.29 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:45,215 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.226.10 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:45,408 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.250.141 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:49,928 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@54.174.132.16 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
2015-12-19 03:38:50,842 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: ssh -A -p 22 ubuntu@52.90.255.1 -2 -o UserKnownHostsFile=/dev/null -o StrictHostKeyChecking=no -o IdentitiesOnly=yes -o PreferredAuthentications=publickey -o PasswordAuthentication=no -o ConnectTimeout=5 -o GSSAPIAuthentication=no -o ServerAliveInterval=30 -o ServerAliveCountMax=10 -i /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile hostname
