2015-12-19 03:37:41,793 bb3a4830 MainThread INFO     Verbose logging to: /tmp/perfkitbenchmarker/run_bb3a4830/pkb.log
2015-12-19 03:37:41,794 bb3a4830 MainThread INFO     PerfKitBenchmarker version: v0.23.0-47-gb1db787
2015-12-19 03:37:42,116 bb3a4830 MainThread INFO     Flag values:
--num_keys=200000
--num_cassandra_stress_threads=50
--os_type=juju
--cloud=AWS
--benchmarks=cassandra_stress
2015-12-19 03:37:42,185 bb3a4830 MainThread cassandra_stress(1/1) INFO     Provisioning resources for benchmark cassandra_stress
2015-12-19 03:37:42,189 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-vpc --region=us-east-1 --cidr-block=10.0.0.0/16
2015-12-19 03:37:43,620 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 modify-vpc-attribute --region=us-east-1 --vpc-id vpc-7e95f01a --enable-dns-hostnames { "Value": true }
2015-12-19 03:37:45,267 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources vpc-7e95f01a --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:37:46,594 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-vpcs --region=us-east-1 --filter=Name=vpc-id,Values=vpc-7e95f01a
2015-12-19 03:37:47,950 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-security-groups --filters Name=group-name,Values=default Name=vpc-id,Values=vpc-7e95f01a
2015-12-19 03:37:49,260 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Default security group ID: sg-59ca3b20
2015-12-19 03:37:49,260 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-internet-gateway --region=us-east-1
2015-12-19 03:37:50,545 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources igw-7e46ac1a --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:37:51,791 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-internet-gateways --region=us-east-1 --filter=Name=internet-gateway-id,Values=igw-7e46ac1a
2015-12-19 03:37:53,027 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 attach-internet-gateway --region=us-east-1 --internet-gateway-id=igw-7e46ac1a --vpc-id=vpc-7e95f01a
2015-12-19 03:37:54,307 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-route-tables --region=us-east-1 --filters=Name=vpc-id,Values=vpc-7e95f01a
2015-12-19 03:37:55,615 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-route --region=us-east-1 --route-table-id=rtb-c32a76a7 --gateway-id=igw-7e46ac1a --destination-cidr-block=0.0.0.0/0
2015-12-19 03:37:56,884 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-placement-group --region=us-east-1 --group-name=perfkit-bb3a4830-afffd5962bbe --strategy=cluster
2015-12-19 03:37:58,228 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-placement-groups --region=us-east-1 --filter=Name=group-name,Values=perfkit-bb3a4830-afffd5962bbe
2015-12-19 03:37:59,572 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-subnet --region=us-east-1 --vpc-id=vpc-7e95f01a --cidr-block=10.0.0.0/24
2015-12-19 03:38:01,388 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 create-tags --region=us-east-1 --resources subnet-9907d0ef --tags Key=owner,Value=vagrant Key=perfkitbenchmarker-run,Value=bb3a4830
2015-12-19 03:38:02,727 bb3a4830 Thread-1 cassandra_stress(1/1) INFO     Running: aws --output json ec2 describe-subnets --region=us-east-1 --filter=Name=subnet-id,Values=subnet-9907d0ef
2015-12-19 03:38:04,084 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: cat /tmp/perfkitbenchmarker/run_bb3a4830/perfkitbenchmarker_keyfile.pub
2015-12-19 03:38:04,088 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: aws --output json ec2 --region=us-east-1 import-key-pair --key-name=perfkit-key-bb3a4830 --public-key-material=ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQC0dJZa+FpyxSz9fupGm0uDSmCyaLmwFQEFExsUIvO4mBLyhJUnN3UUW7HJNHIUfAWpo5MwLGG90Vcn2rosAnTFpSaAKKha+OqOBhLPErgM/KKRa1bzipLkImVbs5KuFCoFDC+2D64TNVqQ/KfOW/MpZTbagjqNeHOXJuPb/072iZTQE0KU/SCV9HWjMsiJpdESkGXS9/y/MuuoAd9KXeV6PgYcsjzd8i4Gh/ZHEL18gqBx5ZIYzIjQ+xR3r1j4fi695c+Ptggc32pOFrs/xXebQ2ZRdR8/1dQNbP0ry6CCeutpfFFb+GnA3M7iL+V5oPC62dN/nr8qR7wLq+7bFTH5 vagrant@jujubox

2015-12-19 03:38:05,367 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: aws --output json --region=us-east-1 ec2 describe-images --query Images[*].{Name:Name,ImageId:ImageId} --filters Name=name,Values=ubuntu/images/*/ubuntu-trusty-14.04-amd64-* Name=block-device-mapping.volume-type,Values=standard Name=virtualization-type,Values=hvm
2015-12-19 03:38:05,367 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: aws --output json --region=us-east-1 ec2 describe-images --query Images[*].{Name:Name,ImageId:ImageId} --filters Name=name,Values=ubuntu/images/*/ubuntu-trusty-14.04-amd64-* Name=block-device-mapping.volume-type,Values=standard Name=virtualization-type,Values=hvm
2015-12-19 03:38:05,368 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: aws --output json --region=us-east-1 ec2 describe-images --query Images[*].{Name:Name,ImageId:ImageId} --filters Name=name,Values=ubuntu/images/*/ubuntu-trusty-14.04-amd64-* Name=block-device-mapping.volume-type,Values=standard Name=virtualization-type,Values=hvm
2015-12-19 03:38:05,368 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: aws --output json --region=us-east-1 ec2 describe-images --query Images[*].{Name:Name,ImageId:ImageId} --filters Name=name,Values=ubuntu/images/*/ubuntu-trusty-14.04-amd64-* Name=block-device-mapping.volume-type,Values=standard Name=virtualization-type,Values=hvm
2015-12-19 03:38:05,368 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: aws --output json --region=us-east-1 ec2 describe-images --query Images[*].{Name:Name,ImageId:ImageId} --filters Name=name,Values=ubuntu/images/*/ubuntu-trusty-14.04-amd64-* Name=block-device-mapping.volume-type,Values=standard Name=virtualization-type,Values=hvm
2015-12-19 03:38:07,945 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: aws --output json ec2 authorize-security-group-ingress --region=us-east-1 --group-id=sg-59ca3b20 --port=22 --cidr=0.0.0.0/0 --protocol=tcp
2015-12-19 03:38:09,621 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: aws --output json ec2 authorize-security-group-ingress --region=us-east-1 --group-id=sg-59ca3b20 --port=22 --cidr=0.0.0.0/0 --protocol=udp
2015-12-19 03:38:10,986 bb3a4830 Thread-20 cassandra_stress(1/1) INFO     Running: aws --output json ec2 run-instances --region=us-east-1 --subnet-id=subnet-9907d0ef --associate-public-ip-address --image-id=ami-2f663245 --instance-type=m3.medium --key-name=perfkit-key-bb3a4830 --block-device-mappings=[{"DeviceName": "/dev/xvdb", "VirtualName": "ephemeral0"}]
2015-12-19 03:38:10,987 bb3a4830 Thread-21 cassandra_stress(1/1) INFO     Running: aws --output json ec2 run-instances --region=us-east-1 --subnet-id=subnet-9907d0ef --associate-public-ip-address --image-id=ami-2f663245 --instance-type=m3.medium --key-name=perfkit-key-bb3a4830 --block-device-mappings=[{"DeviceName": "/dev/xvdb", "VirtualName": "ephemeral0"}]
2015-12-19 03:38:10,987 bb3a4830 Thread-19 cassandra_stress(1/1) INFO     Running: aws --output json ec2 run-instances --region=us-east-1 --subnet-id=subnet-9907d0ef --associate-public-ip-address --image-id=ami-2f663245 --instance-type=m3.medium --key-name=perfkit-key-bb3a4830 --block-device-mappings=[{"DeviceName": "/dev/xvdb", "VirtualName": "ephemeral0"}]
2015-12-19 03:38:10,988 bb3a4830 Thread-18 cassandra_stress(1/1) INFO     Running: aws --output json ec2 run-instances --region=us-east-1 --subnet-id=subnet-9907d0ef --associate-public-ip-address --image-id=ami-2f663245 --instance-type=m3.medium --key-name=perfkit-key-bb3a4830 --block-device-mappings=[{"DeviceName": "/dev/xvdb", "VirtualName": "ephemeral0"}]
2015-12-19 03:38:10,987 bb3a4830 Thread-22 cassandra_stress(1/1) INFO     Running: aws --output json ec2 run-instances --region=us-east-1 --subnet-id=subnet-9907d0ef --associate-public-ip-address --image-id=ami-2f663245 --instance-type=m3.medium --key-name=perfkit-key-bb3a4830 --block-device-mappings=[{"DeviceName": "/dev/xvdb", "VirtualName": "ephemeral0"}]
